NUMLINK,ResourceID,NMRW_RCAHMW_Class,Possible_RCCLASS
6049472,45099,10C,Not Applicable
6050744,45100,10C,Not Applicable
6049884,45101,10C,Not Applicable
6062380,45102,10C,Not Applicable
6050785,45103,10C,Not Applicable
6050745,45104,10C,Not Applicable
6043735,45105,10C,Not Applicable
6062132,45106,10C,Not Applicable
6062132,45106,10D,Not Applicable
6050113,45107,10C,Not Applicable
6049612,45108,10C,Not Applicable
6050255,45109,10C,Not Applicable
6062221,45110,10C,Not Applicable
6050014,45111,10C,Not Applicable
6047918,45112,10C,Not Applicable
6062687,45113,10C,Not Applicable
6050013,45114,10C,Not Applicable
6050985,45115,10C,Not Applicable
6050985,45115,9E,Not Applicable
6061459,45116,10C,Not Applicable
6062918,45117,10C,Not Applicable
6051004,45118,10C,Not Applicable
6062379,45120,10C,Not Applicable
6050695,45122,10C,Not Applicable
6062917,45123,10C,Not Applicable
6062686,45124,10C,Not Applicable
6049471,45125,10C,Not Applicable
6050191,45127,10C,Not Applicable
6062916,45128,10C,Not Applicable
6062915,45129,10C,Not Applicable
6062914,45130,10C,Not Applicable
6062913,45131,10C,Not Applicable
6062912,45132,10C,Not Applicable
6062911,45133,10C,Not Applicable
6062910,45134,10C,Not Applicable
6062909,45135,10C,Not Applicable
6062908,45136,10C,Not Applicable
6062907,45137,10C,Not Applicable
6061898,45138,10C,Not Applicable
6061897,45139,10C,Not Applicable
6061896,45140,10C,Not Applicable
6051078,45141,10C,Not Applicable
6050641,45142,10C,Not Applicable
6062535,45143,10C,Not Applicable
6049909,45145,10C,Not Applicable
6049883,45146,10C,Not Applicable
6049882,45147,10C,Not Applicable
6050784,45148,10C,Not Applicable
6062585,45149,10C,Not Applicable
6049482,45150,10C,Not Applicable
6050640,45151,10C,Not Applicable
6050694,45152,10C,Not Applicable
6047597,45153,10C,Not Applicable
6062685,45154,10C,Not Applicable
6050925,45155,10C,Not Applicable
6050112,45156,10C,Not Applicable
6050111,45157,10C,Not Applicable
6050110,45158,10C,Not Applicable
6050693,45159,10C,Not Applicable
6047596,45160,10C,Not Applicable
6050984,45161,10C,Not Applicable
6050783,45162,10C,Not Applicable
6050254,45163,10C,Not Applicable
6050639,45164,10C,Not Applicable
6050012,45165,10C,Not Applicable
6050638,45166,10C,Not Applicable
6050253,45167,10C,Not Applicable
6049481,45168,10C,Not Applicable
6051077,45169,10C,Not Applicable
6046985,45170,10C,Not Applicable
6049881,45171,10C,Not Applicable
6062628,45172,10C,Not Applicable
6049642,45173,10C,Not Applicable
6050637,45174,10C,Not Applicable
6050109,45175,10C,Not Applicable
6051102,45176,10C,Not Applicable
6021192,45178,10C,Not Applicable
6021313,45179,10C,Not Applicable
6022687,45180,10C,Not Applicable
6023506,45181,10C,Not Applicable
6020123,45182,10C,Not Applicable
6052197,45184,10C,Not Applicable
6021314,45185,10C,Not Applicable
6023256,45186,10C,Not Applicable
6021036,45187,10C,Not Applicable
6023507,45188,10C,Not Applicable
6021717,45189,10C,Not Applicable
6017727,54001,18D,Not Applicable
6017969,54003,18D,Not Applicable
6017714,54004,18D,Not Applicable
6014859,54005,18D,Not Applicable
6014860,54006,18D,Not Applicable
6015373,54007,18D,Not Applicable
6012638,54008,18D,Not Applicable
6012639,54009,18D,Not Applicable
6012915,54010,18D,Not Applicable
6014990,54011,18D,Not Applicable
6014525,54012,18D,Not Applicable
6014526,54013,18D,Not Applicable
6014527,54014,18D,Not Applicable
6014771,54015,18D,Not Applicable
6012558,54016,18D,Not Applicable
6012560,54017,18D,Not Applicable
6012311,54018,18D,Not Applicable
6012370,54019,18D,Not Applicable
6017245,54021,18D,Not Applicable
6013115,54023,18D,Not Applicable
6013118,54024,18D,Not Applicable
6013120,54025,18D,Not Applicable
6013119,54026,18D,Not Applicable
6013324,54028,18D,Not Applicable
6013161,54029,18D,Not Applicable
6035250,54046,8C,Not Applicable
6035255,54048,10C,Not Applicable
6050924,54049,10D,Not Applicable
6021193,54050,10C,Not Applicable
6003057,54052,10C,Not Applicable
6003056,54053,10F,Not Applicable
6013117,54054,10D,Not Applicable
6013116,54055,10D,Not Applicable
6050923,54056,10D,Not Applicable
6046984,54058,10C,Not Applicable
6032337,54060,10D,Not Applicable
6032339,54061,10D,Not Applicable
6032338,54062,10C,Not Applicable
6058976,54063,10F,Not Applicable
6049449,54064,10C,Not Applicable
6013497,54066,10D,Not Applicable
6058975,54067,10F,Not Applicable
6058974,54068,10F,Not Applicable
6058973,54069,10C,Not Applicable
6058972,54070,10F,Not Applicable
6058971,54071,10F,Not Applicable
6058970,54072,10F,Not Applicable
6058969,54073,10F,Not Applicable
6058968,54074,10F,Not Applicable
6058967,54075,10F,Not Applicable
6058966,54076,10F,Not Applicable
6058965,54077,10F,Not Applicable
6058964,54079,10F,Not Applicable
6058963,54080,10F,Not Applicable
6058962,54081,10F,Not Applicable
6058961,54082,10F,Not Applicable
6058960,54083,10F,Not Applicable
6061895,54084,10F,Not Applicable
6026573,54085,10F,Not Applicable
6053845,54087,10F,Not Applicable
6053834,54088,10F,Not Applicable
6053844,54089,10F,Not Applicable
6053843,54091,10F,Not Applicable
6053836,54092,10C,Not Applicable
6053842,54093,10F,Not Applicable
6053837,54094,10F,Not Applicable
6053841,54095,10F,Not Applicable
6025921,54096,18D,Not Applicable
6015908,54097,18D,Not Applicable
6028454,54098,10C,Not Applicable
6015727,54099,10D,Not Applicable
6026041,54100,13D,Not Applicable
6025922,54101,13D,Not Applicable
6026048,54102,18D,Not Applicable
6026045,54103,18E,Not Applicable
6026047,54105,13D,Not Applicable
6024029,54106,10C,Not Applicable
6026046,54107,15D,Not Applicable
6019717,54108,13D,Not Applicable
6013889,54109,10C,Not Applicable
6013891,54110,10D,Not Applicable
6005149,54111,10F,Not Applicable
6059778,54112,10C,Not Applicable
6018985,54113,10F,Not Applicable
6035253,54115,10C,Not Applicable
6035254,54116,10C,Not Applicable
6043727,54117,8C,Not Applicable
6028052,54118,10D,Not Applicable
6028053,54119,10D,Not Applicable
6017008,54120,10D,Not Applicable
6029744,54121,18E,Not Applicable
6029745,54122,18E,Not Applicable
6029746,54123,18E,Not Applicable
6053840,54124,10E,Not Applicable
6054007,54125,10D,Not Applicable
6054006,54126,10E,Not Applicable
6025778,54127,10C,Not Applicable
6025779,54128,17B,Not Applicable
6025780,54129,10C,Not Applicable
6025811,54130,10C,Not Applicable
6057966,54131,10D,Not Applicable
6057971,54132,10D,Not Applicable
6057967,54133,10D,Not Applicable
6057970,54134,10D,Not Applicable
6051266,54135,10F,Not Applicable
6051265,54136,10D,Not Applicable
6051264,54137,10C,Not Applicable
6051263,54138,10C,Not Applicable
6020880,54139,10D,Not Applicable
6044210,54140,10D,Not Applicable
6025812,54141,10C,Not Applicable
6058722,54142,10F,Not Applicable
6058721,54143,10F,Not Applicable
6016235,54144,10D,Not Applicable
6051262,54145,10D,Not Applicable
6051261,54146,10F,Not Applicable
6010575,54147,10F,Not Applicable
6008961,54148,10F,Not Applicable
6032266,54150,10C,Not Applicable
6040811,54151,10F,Not Applicable
6029886,54152,10C,Not Applicable
6040812,54154,10F,Not Applicable
6040825,54156,10F,Not Applicable
6049640,54158,10C,Not Applicable
6029963,54159,10D,Not Applicable
6029962,54160,10D,Not Applicable
6029959,54161,10C,Not Applicable
6029961,54162,10D,Not Applicable
6026577,54163,10F,Not Applicable
6026576,54164,10F,Not Applicable
6026575,54165,10F,Not Applicable
6003665,54166,10C,Not Applicable
6013335,54167,10D,Not Applicable
6013325,54168,10D,Not Applicable
6013334,54169,10D,Not Applicable
6013326,54170,10D,Not Applicable
6013333,54171,10D,Not Applicable
6013332,54172,10D,Not Applicable
6013331,54173,10D,Not Applicable
6013330,54175,10D,Not Applicable
6013329,54176,10D,Not Applicable
6013328,54177,10C,Not Applicable
6013327,54178,10C,Not Applicable
6023758,54180,10D,Not Applicable
6028186,54182,10D,Not Applicable
6058951,54183,10D,Not Applicable
6032340,54184,8C,Not Applicable
6003666,54185,10D,Not Applicable
6026400,54186,10C,Not Applicable
6026578,54187,10F,Not Applicable
6026583,54188,10F,Not Applicable
6026579,54189,10F,Not Applicable
6026582,54190,10F,Not Applicable
6026580,54191,10F,Not Applicable
6003667,54192,10F,Not Applicable
6007327,54193,12D,Not Applicable
6007326,54194,10C,Not Applicable
6007325,54196,10C,Not Applicable
6007324,54197,10C,Not Applicable
6007323,54198,10C,Not Applicable
6007322,54199,10C,Not Applicable
6007321,54200,10C,Not Applicable
6050823,54202,10D,Not Applicable
6011709,54203,10C,Not Applicable
6011710,54204,10C,Not Applicable
6011727,54205,10C,Not Applicable
6011726,54206,10D,Not Applicable
6011725,54207,10C,Not Applicable
6011711,54208,10D,Not Applicable
6011724,54209,10C,Not Applicable
6011712,54210,10C,Not Applicable
6011723,54211,10D,Not Applicable
6011713,54212,10C,Not Applicable
6011722,54213,10D,Not Applicable
6011714,54214,10D,Not Applicable
6011721,54215,10F,Not Applicable
6011715,54216,10D,Not Applicable
6011720,54217,10C,Not Applicable
6011719,54218,10F,Not Applicable
6011718,54219,10F,Not Applicable
6011717,54220,10C,Not Applicable
6050822,54221,10C,Not Applicable
6003670,54222,10D,Not Applicable
6003669,54223,10C,Not Applicable
6003668,54224,10C,Not Applicable
6003671,54225,10D,Not Applicable
6027097,54227,10C,Not Applicable
6027009,54228,10C,Not Applicable
6046321,54230,10F,Not Applicable
6046320,54231,10F,Not Applicable
6011716,54232,10C,Not Applicable
6044205,54233,10C,Not Applicable
6044207,54234,10C,Not Applicable
6033430,54235,8C,Not Applicable
6003016,54236,10F,Not Applicable
6028847,54237,10F,Not Applicable
6028847,54237,8F,Not Applicable
6027436,54238,18E,Not Applicable
6003986,54239,10F,Not Applicable
6044016,54300,10C,Not Applicable
6044015,54301,10C,Not Applicable
6044014,54302,10F,Not Applicable
6044013,54303,18D,Not Applicable
6044557,54304,10F,Not Applicable
6044012,54305,10C,Not Applicable
6044011,54306,10C,Not Applicable
6044010,54307,10C,Not Applicable
6044009,54308,10C,Not Applicable
6044008,54309,10C,Not Applicable
6044007,54310,18D,Not Applicable
6001174,54410,3B,Not Applicable
6001697,54411,3D,Not Applicable
6004725,54412,2E,Not Applicable
6004870,54413,2E,Not Applicable
6005537,54414,3B,Not Applicable
6005533,54415,12B,Not Applicable
6007048,54416,3D,Not Applicable
6007001,54417,3D,Not Applicable
6007047,54418,3D,Not Applicable
6005536,54419,2B,Not Applicable
6005534,54420,2B,Not Applicable
6005535,54421,2B,Not Applicable
6006318,54422,3D,Not Applicable
6011341,54423,7E,Not Applicable
6011328,54424,7E,Not Applicable
6011329,54425,2E,Not Applicable
6012309,54426,12B,Not Applicable
6012259,54427,7D,Not Applicable
6011848,54428,7E,Not Applicable
6012559,54429,7E,Not Applicable
6011849,54430,4C,Not Applicable
6012371,54431,3B,Not Applicable
6013594,54432,3B,Not Applicable
6014467,54433,2E,Not Applicable
6013638,54434,16A,Not Applicable
6017569,54435,2B,Not Applicable
6015728,54436,18E,Not Applicable
6015729,54437,7E,Not Applicable
6031121,54438,3D,Not Applicable
6008213,54440,2E,Not Applicable
6051007,54442,10B,Not Applicable
6057013,54444,10B,Not Applicable
6050692,54445,12C,Not Applicable
6049480,54446,12C,Not Applicable
6049639,54447,10B,Not Applicable
6062851,54448,10B,Not Applicable
6062820,54449,10B,Not Applicable
6062494,54450,9B,Not Applicable
6062556,54451,12D,Not Applicable
6062051,54452,10B,Not Applicable
6062555,54453,12C,Not Applicable
6061777,54454,10B,Not Applicable
6061776,54455,10B,Not Applicable
6012310,54456,2B,Not Applicable
6054231,54457,3B,Not Applicable
6054228,54458,10B,Not Applicable
6054224,54459,10B,Not Applicable
6054227,54460,10B,Not Applicable
6054225,54461,12C,Not Applicable
6054226,54462,7E,Not Applicable
6055414,54463,10B,Not Applicable
6055430,54464,10B,Not Applicable
6055416,54465,10D,Not Applicable
6055429,54466,10B,Not Applicable
6055417,54467,10B,Not Applicable
6055428,54468,10B,Not Applicable
6055418,54469,10B,Not Applicable
6033495,54470,10B,Not Applicable
6033498,54471,7E,Not Applicable
6055427,54472,10B,Not Applicable
6055419,54473,10D,Not Applicable
6033496,54474,10B,Not Applicable
6033433,54475,10B,Not Applicable
6033431,54476,12C,Not Applicable
6033497,54477,10B,Not Applicable
6033432,54478,10B,Not Applicable
6055426,54479,10B,Not Applicable
6055420,54480,10B,Not Applicable
6055425,54481,10B,Not Applicable
6055173,54482,12C,Not Applicable
6054879,54483,16B,Not Applicable
6055932,54484,10B,Not Applicable
6052733,54485,3B,Not Applicable
6052733,54485,9A,Not Applicable
6052732,54486,12C,Not Applicable
6053111,54487,12D,Not Applicable
6052720,54488,11E,Not Applicable
6052854,54489,12D,Not Applicable
6056482,54490,10B,Not Applicable
6056481,54491,10B,Not Applicable
6057969,54492,2B,Not Applicable
6057968,54493,10B,Not Applicable
6056477,54494,7E,Not Applicable
6056479,54495,7E,Not Applicable
6056334,54496,7E,Not Applicable
6056478,54497,7E,Not Applicable
6052327,54499,3D,Not Applicable
6027597,54501,7D,Not Applicable
6027598,54502,10B,Not Applicable
6056476,54505,10B,Not Applicable
6056475,54506,10B,Not Applicable
6060060,54507,10G,Not Applicable
6060148,54510,10D,Not Applicable
6060147,54511,10B,Not Applicable
6060861,54512,10B,Not Applicable
6060860,54513,10B,Not Applicable
6054005,54514,12C,Not Applicable
6053839,54515,10B,Not Applicable
6054004,54516,3D,Not Applicable
6043893,54521,7E,Not Applicable
6061648,54522,12C,Not Applicable
6008337,54523,4C,Not Applicable
6008214,54524,4B,Not Applicable
6007827,54525,18E,Not Applicable
6007826,54526,4B,Not Applicable
6044006,54600,10C,Not Applicable
6043505,54601,10F,Not Applicable
6043518,54602,18D,Not Applicable
6043517,54603,10F,Not Applicable
6043516,54604,10F,Not Applicable
6044005,54605,10C,Not Applicable
6044004,54606,10C,Not Applicable
6043515,54607,10C,Not Applicable
6042291,54608,8C,Not Applicable
6042292,54609,10F,Not Applicable
6042286,54610,10C,Not Applicable
6042290,54611,10C,Not Applicable
6042287,54613,10C,Not Applicable
6042851,54614,10F,Not Applicable
6042864,54615,10F,Not Applicable
6042852,54616,18D,Not Applicable
6042861,54617,18D,Not Applicable
6046983,54618,10F,Not Applicable
6046982,54619,10C,Not Applicable
6046992,54620,10F,Not Applicable
6046991,54621,17F,Not Applicable
6005148,54622,8C,Not Applicable
6044003,54623,9F,Not Applicable
6044003,54623,10C,Not Applicable
6024483,54624,8C,Not Applicable
6044002,54625,10C,Not Applicable
6044730,54626,10C,Not Applicable
6044730,54626,10D,Not Applicable
6027474,54627,10D,Not Applicable
6025022,54628,10D,Not Applicable
6017247,54629,12D,Not Applicable
6028388,54630,10C,Not Applicable
6022555,54631,10D,Not Applicable
6006317,54641,10F,Not Applicable
6006317,54641,8C,Not Applicable
6036222,54642,10C,Not Applicable
6008962,55093,8C,Not Applicable
6007875,55362,12B,Not Applicable
6007874,55407,10B,Not Applicable
6004416,55450,10B,Not Applicable
6004871,55692,2B,Not Applicable
6008047,55710,7E,Not Applicable
6008044,55711,7E,Not Applicable
6008044,55711,12B,Not Applicable
6008046,55712,7E,Not Applicable
6005492,55787,2B,Not Applicable
6002499,55839,10C,Not Applicable
6008913,55933,2B,Not Applicable
6006291,55990,3B,Not Applicable
6006290,55991,3B,Not Applicable
6006289,55993,10B,Not Applicable
6006288,55995,10B,Not Applicable
6006287,55996,10B,Not Applicable
6006286,56000,3D,Not Applicable
6006285,56002,10B,Not Applicable
6006284,56004,10D,Not Applicable
6006284,56004,12B,Not Applicable
6006284,56004,12C,Not Applicable
6006283,56006,10B,Not Applicable
6006282,56009,10B,Not Applicable
6006282,56009,7E,Not Applicable
6006281,56010,12B,Not Applicable
6000934,56021,3D,Not Applicable
6000934,56021,5F,Not Applicable
6006280,56139,10B,Not Applicable
6006279,56145,10B,Not Applicable
6006304,56149,10B,Not Applicable
6006303,56150,12C,Not Applicable
6006302,56151,12C,Not Applicable
6002382,56352,10B,Not Applicable
6009556,56439,2B,Not Applicable
6004726,56583,2B,Not Applicable
6042289,56612,10C,Not Applicable
6009340,56668,3B,Not Applicable
6002412,56843,3D,Not Applicable
6002412,56843,10B,Not Applicable
6004229,56845,3D,Not Applicable
6008742,57002,2B,Not Applicable
6006855,57098,2B,Not Applicable
6005543,57313,2B,Not Applicable
6007320,57325,3D,Not Applicable
6007319,57332,10B,Not Applicable
6007318,57334,12C,Not Applicable
6006530,57351,3D,Not Applicable
6005812,57386,2C,Not Applicable
6005811,57396,10B,Not Applicable
6005810,57403,3B,Not Applicable
6005809,57407,10B,Not Applicable
6005824,57408,7E,Not Applicable
6001668,57658,5B,Not Applicable
6007569,57813,5B,Not Applicable
6011164,58040,11F,Not Applicable
6002810,58125,3B,Not Applicable
6006301,58182,10B,Not Applicable
6006300,58183,10B,Not Applicable
6006299,58184,10B,Not Applicable
6006298,58190,12C,Not Applicable
6006297,58192,12B,Not Applicable
6006296,58215,2B,Not Applicable
6007116,58448,9B,Not Applicable
6002811,58650,3D,Not Applicable
6002602,58891,3B,Not Applicable
6002812,58980,2B,Not Applicable
6005359,59103,2B,Not Applicable
6005359,59103,5F,Not Applicable
6004872,59973,2C,Not Applicable
6000240,60109,10C,Not Applicable
6006305,60445,10B,Not Applicable
6005823,60692,15B,Not Applicable
6005822,60703,15B,Possible Type
6005821,60920,10B,Not Applicable
6005820,60922,12B,Not Applicable
6005819,60923,12B,Not Applicable
6005818,60924,12B,Not Applicable
