NUMLINK,ResourceID,NMRW_RCAHMW_Class,Possible_RCCLASS
6075277,282969,15A,Not Applicable
6075278,282970,16A,Not Applicable
6075279,282971,16A,Not Applicable
6075280,282972,16A,Not Applicable
6075281,282973,16A,Not Applicable
6075282,282974,16A,Not Applicable
6075283,282975,16A,Not Applicable
6075284,282976,18A,Not Applicable
6075285,282977,18A,Not Applicable
6075286,282978,11A,Not Applicable
6075287,282979,18A,Not Applicable
6075288,282980,6E,Not Applicable
6075289,282981,6E,Not Applicable
6075290,282982,6E,Not Applicable
6075291,282983,6E,Not Applicable
6075292,282984,6E,Not Applicable
6075293,282985,6E,Not Applicable
6075294,282986,6E,Not Applicable
6075295,282987,6E,Not Applicable
6075296,282988,6E,Not Applicable
6075297,282989,6E,Not Applicable
6075298,282990,6E,Not Applicable
6075299,282991,6E,Not Applicable
6075300,282992,6E,Not Applicable
6075301,282993,6E,Not Applicable
6075302,282994,6E,Not Applicable
6075303,282995,6E,Not Applicable
6075304,282996,6E,Not Applicable
6075305,282997,12C,Not Applicable
6075306,282998,10C,Not Applicable
6075307,282999,11B,Not Applicable
6075308,283000,6E,Not Applicable
6074020,283001,12C,Not Applicable
6074130,283005,11A,Not Applicable
6074117,283006,11A,Not Applicable
6074119,283008,11A,Not Applicable
6074118,283009,11A,Not Applicable
6074120,283014,11A,Not Applicable
6074131,283016,11A,Not Applicable
6074121,283019,11A,Not Applicable
6074115,283021,11A,Not Applicable
6074006,283023,12C,Not Applicable
6073978,283024,12A,Not Applicable
6074031,283025,12B,Not Applicable
6074030,283026,12B,Not Applicable
6073999,283027,12B,Not Applicable
6074000,283028,10B,Not Applicable
6074001,283029,12C,Not Applicable
6074212,283030,2C,Not Applicable
6074029,283031,10A,Not Applicable
6074023,283032,12C,Not Applicable
6074022,283033,12C,Not Applicable
6074215,283034,2C,Not Applicable
6074009,283037,12C,Not Applicable
6074033,283038,12B,Not Applicable
6074229,283039,7D,Not Applicable
6074003,283040,12C,Not Applicable
6074002,283041,10B,Not Applicable
6074105,283042,18A,Not Applicable
6074107,283043,11B,Not Applicable
6074108,283044,11B,Not Applicable
6074032,283045,12B,Not Applicable
6074183,283046,10B,Not Applicable
6074034,283047,12A,Not Applicable
6073998,283048,12C,Not Applicable
6073983,283049,12A,Not Applicable
6074173,283050,10B,Not Applicable
6074189,283051,2E,Not Applicable
6074172,283052,10B,Not Applicable
6074026,283053,12C,Not Applicable
6074205,283054,12C,Not Applicable
6074201,283055,12C,Not Applicable
6074093,283056,12C,Not Applicable
6074095,283057,12C,Not Applicable
6074096,283058,12C,Not Applicable
6074097,283059,12C,Not Applicable
6074098,283060,12C,Not Applicable
6074195,283061,12C,Not Applicable
6074194,283062,12C,Not Applicable
6074217,283063,2C,Not Applicable
6074017,283064,12C,Not Applicable
6074010,283065,12B,Not Applicable
6074027,283066,12B,Not Applicable
6074037,283067,10C,Not Applicable
6074011,283068,12B,Not Applicable
6074025,283069,12C,Not Applicable
6074016,283070,12C,Not Applicable
6074004,283071,12C,Not Applicable
6074012,283072,12C,Not Applicable
6074021,283073,12C,Not Applicable
6073996,283074,12C,Not Applicable
6074008,283075,12C,Not Applicable
6074216,283077,2C,Not Applicable
6074170,283078,11A,Not Applicable
6074005,283079,12A,Not Applicable
6074007,283080,12A,Not Applicable
6074035,283081,12C,Not Applicable
6074036,283082,12C,Not Applicable
6074198,283083,12C,Not Applicable
6074089,283084,11A,Not Applicable
6074090,283085,11A,Not Applicable
6074091,283086,11A,Not Applicable
6074109,283087,11A,Not Applicable
6074110,283088,11A,Not Applicable
6074112,283089,11A,Not Applicable
6074092,283090,11A,Not Applicable
6074113,283091,11A,Not Applicable
6074024,283092,12B,Not Applicable
6074087,283093,11A,Not Applicable
6074088,283094,11A,Not Applicable
6074111,283095,11A,Not Applicable
6074122,283096,11A,Not Applicable
6074129,283097,11A,Not Applicable
6074125,283098,11A,Not Applicable
6074084,283099,11A,Not Applicable
6074081,283100,11A,Not Applicable
6074116,283101,11A,Not Applicable
6074083,283102,11A,Not Applicable
6074126,283103,11A,Not Applicable
6074086,283104,11A,Not Applicable
6074128,283105,11A,Not Applicable
6074127,283106,11A,Not Applicable
6074114,283107,11A,Not Applicable
6074124,283108,11A,Not Applicable
6074085,283109,11A,Not Applicable
6074260,283110,2B,Not Applicable
6074019,283111,12B,Not Applicable
6073994,283112,12B,Not Applicable
6074178,283113,2E,Not Applicable
6074028,283114,12B,Not Applicable
6073997,283115,12C,Not Applicable
6073973,283116,12B,Not Applicable
6073972,283117,12B,Not Applicable
6073971,283118,12B,Not Applicable
6074257,283119,2B,Not Applicable
6074246,283120,2B,Not Applicable
6074256,283121,2B,Not Applicable
6074266,283122,2B,Not Applicable
6074254,283123,2B,Not Applicable
6074253,283124,2B,Not Applicable
6073970,283125,12A,Not Applicable
6073969,283126,12C,Not Applicable
6074104,283127,11D,Not Applicable
6074185,283128,2E,Not Applicable
6074258,283129,2B,Not Applicable
6073961,283130,12A,Not Applicable
6073960,283131,12B,Not Applicable
6073959,283132,12B,Not Applicable
6073958,283133,12B,Not Applicable
6074261,283134,2B,Not Applicable
6074262,283135,2B,Not Applicable
6074263,283136,2B,Not Applicable
6074264,283137,2B,Not Applicable
6074265,283138,7D,Not Applicable
6074249,283139,2C,Not Applicable
6073957,283140,12A,Not Applicable
6073956,283141,10C,Not Applicable
6074149,283142,11A,Not Applicable
6074082,283143,11A,Not Applicable
6074123,283144,11A,Not Applicable
6074232,283145,2B,Not Applicable
6074223,283146,2B,Not Applicable
6074224,283147,2B,Not Applicable
6074225,283148,2B,Not Applicable
6074226,283149,2B,Not Applicable
6073984,283150,12C,Not Applicable
6073986,283151,12B,Not Applicable
6073965,283152,12B,Not Applicable
6074052,283153,12A,Not Applicable
6073993,283154,12B,Not Applicable
6074018,283155,12B,Not Applicable
6073991,283156,12B,Not Applicable
6073990,283157,12A,Not Applicable
6073989,283158,12A,Not Applicable
6073988,283159,12B,Not Applicable
6073987,283160,12B,Not Applicable
6073975,283161,12C,Not Applicable
6074247,283162,2B,Not Applicable
6074221,283163,2B,Not Applicable
6074220,283164,2B,Not Applicable
6074219,283165,7D,Not Applicable
6074015,283166,12A,Not Applicable
6074014,283167,12A,Not Applicable
6074218,283168,2B,Not Applicable
6074013,283169,12C,Not Applicable
6074180,283170,2E,Not Applicable
6074103,283171,18A,Not Applicable
6074158,283172,11A,Not Applicable
6074163,283173,11A,Not Applicable
6074272,283174,4C,Not Applicable
6074169,283175,11A,Not Applicable
6074166,283176,11A,Not Applicable
6074168,283177,11A,Not Applicable
6074167,283178,11A,Not Applicable
6074143,283179,11A,Not Applicable
6074134,283180,11A,Not Applicable
6074145,283181,11A,Not Applicable
6074135,283182,11A,Not Applicable
6074159,283183,11A,Not Applicable
6074137,283184,11A,Not Applicable
6074156,283185,11A,Not Applicable
6074132,283186,11A,Not Applicable
6074150,283187,11A,Not Applicable
6074151,283188,11A,Not Applicable
6074152,283189,11A,Not Applicable
6074153,283190,11A,Not Applicable
6074154,283191,11A,Not Applicable
6074155,283192,11A,Not Applicable
6074136,283193,11A,Not Applicable
6074148,283194,11A,Not Applicable
6074147,283195,11A,Not Applicable
6074146,283196,11A,Not Applicable
6074144,283197,11A,Not Applicable
6074142,283198,11A,Not Applicable
6074141,283199,11A,Not Applicable
6074140,283200,11A,Not Applicable
6074139,283201,11A,Not Applicable
6074138,283202,11A,Not Applicable
6074133,283203,11A,Not Applicable
6074165,283204,11A,Not Applicable
6074164,283205,11A,Not Applicable
6074157,283206,11A,Not Applicable
6074162,283207,11A,Not Applicable
6074161,283208,11A,Not Applicable
6074160,283209,11A,Not Applicable
6074271,283210,18A,Not Applicable
6073985,283211,12B,Not Applicable
6073995,283212,12B,Not Applicable
6074270,283213,18A,Not Applicable
6074106,283214,18A,Not Applicable
6073982,283215,12A,Not Applicable
6074184,283216,2E,Not Applicable
6073981,283217,3D,Not Applicable
6073980,283218,12A,Not Applicable
6073979,283219,12A,Not Applicable
6074231,283220,2B,Not Applicable
6074245,283221,2B,Not Applicable
6074193,283222,12C,Not Applicable
6074233,283223,2B,Not Applicable
6074222,283224,2B,Not Applicable
6074235,283225,2B,Not Applicable
6074236,283226,2B,Not Applicable
6074237,283227,2B,Not Applicable
6073977,283228,7D,Not Applicable
6074238,283229,2B,Not Applicable
6074239,283230,2B,Not Applicable
6074240,283231,2B,Not Applicable
6073976,283232,12B,Not Applicable
6074241,283233,2B,Not Applicable
6073963,283234,12B,Not Applicable
6074242,283235,2B,Not Applicable
6074243,283236,2B,Not Applicable
6074244,283237,2B,Not Applicable
6074250,283238,2B,Not Applicable
6074069,283239,12C,Not Applicable
6074177,283240,10B,Not Applicable
6074175,283241,10B,Not Applicable
6074181,283242,10B,Not Applicable
6074182,283243,10B,Not Applicable
6074079,283244,12C,Not Applicable
6074269,283245,18E,Not Applicable
6074070,283246,12B,Not Applicable
6074040,283247,12B,Not Applicable
6074230,283248,2B,Not Applicable
6074044,283249,12B,Not Applicable
6074061,283250,12B,Not Applicable
6074080,283251,12A,Not Applicable
6074067,283252,12A,Not Applicable
6074064,283253,12C,Not Applicable
6074273,283254,18A,Not Applicable
6074063,283255,12B,Not Applicable
6074062,283256,12A,Not Applicable
6074055,283257,12A,Not Applicable
6074071,283258,12C,Not Applicable
6074227,283259,2B,Not Applicable
6074234,283260,2B,Not Applicable
6074074,283261,12B,Not Applicable
6074075,283262,12A,Not Applicable
6074076,283263,12A,Not Applicable
6074077,283264,12C,Not Applicable
6074078,283265,13C,Not Applicable
6074259,283266,2C,Not Applicable
6074042,283267,12A,Not Applicable
6074209,283268,12C,Not Applicable
6074043,283269,13C,Not Applicable
6074060,283270,13C,Not Applicable
6074049,283271,13C,Not Applicable
6074255,283272,2B,Not Applicable
6074248,283273,2B,Not Applicable
6074252,283274,2B,Not Applicable
6074053,283275,12C,Not Applicable
6074054,283276,12C,Not Applicable
6074056,283277,12C,Not Applicable
6074057,283278,12A,Not Applicable
6074058,283279,12B,Not Applicable
6074174,283280,10B,Not Applicable
6074179,283281,10B,Not Applicable
6074059,283282,12C,Not Applicable
6074039,283283,12A,Not Applicable
6074187,283284,10B,Not Applicable
6074191,283285,10B,Not Applicable
6074038,283286,12C,Not Applicable
6074046,283287,2A,Not Applicable
6074190,283288,10B,Not Applicable
6074100,283289,12C,Not Applicable
6074196,283290,12C,Not Applicable
6074202,283291,12C,Not Applicable
6074203,283292,12C,Not Applicable
6074211,283293,12C,Not Applicable
6074204,283294,12C,Not Applicable
6074208,283295,12C,Not Applicable
6074051,283296,12A,Not Applicable
6074047,283297,12A,Not Applicable
6074048,283298,12A,Not Applicable
6074210,283299,12C,Not Applicable
6074199,283300,12C,Not Applicable
6074197,283301,12C,Not Applicable
6074099,283302,12C,Not Applicable
6074094,283303,12C,Not Applicable
6074192,283304,10B,Not Applicable
6074228,283305,2B,Not Applicable
6074251,283306,2B,Not Applicable
6074213,283307,2B,Not Applicable
6074200,283308,12C,Not Applicable
6074206,283309,12C,Not Applicable
6074207,283310,12C,Not Applicable
6073968,283311,12C,Not Applicable
6074188,283312,10B,Not Applicable
6074102,283313,18A,Not Applicable
6074101,283314,18A,Not Applicable
6074275,283315,18A,Not Applicable
6074274,283316,18A,Not Applicable
6074214,283317,2B,Not Applicable
6074045,283318,12A,Not Applicable
6074186,283319,10B,Not Applicable
6074041,283320,12A,Not Applicable
6074268,283321,18A,Not Applicable
6073967,283322,12A,Not Applicable
6073966,283323,12A,Not Applicable
6073955,283324,12A,Not Applicable
6074267,283325,18A,Not Applicable
6073964,283326,12A,Not Applicable
6073974,283327,18A,Not Applicable
6073962,283328,18A,Not Applicable
6074050,283329,12A,Not Applicable
6074176,283330,10B,Not Applicable
6074171,283331,10B,Not Applicable
6074073,283332,12A,Not Applicable
6074072,283333,18A,Not Applicable
6074068,283334,12A,Not Applicable
6074066,283335,12A,Not Applicable
6074065,283336,12B,Not Applicable
6073992,283337,12B,Not Applicable
6075309,283350,10D,Not Applicable
6075310,284001,12C,Not Applicable
6075311,284002,12C,Not Applicable
6075312,284003,12C,Not Applicable
6075313,284004,13C,Not Applicable
6075314,284005,13C,Not Applicable
6075315,284006,13C,Not Applicable
6075316,284007,13C,Not Applicable
6075317,284008,13C,Not Applicable
6075318,284009,12B,Not Applicable
6075319,284010,13C,Not Applicable
6075320,284011,13C,Not Applicable
6075321,284012,13C,Not Applicable
6075322,284013,13C,Not Applicable
6075323,284014,18A,Not Applicable
6075324,284015,18A,Not Applicable
6075325,284016,15A,Not Applicable
6075325,284016,14B,Not Applicable
6075326,284017,13C,Not Applicable
6074991,284018,13C,Not Applicable
6074992,284019,13C,Not Applicable
6074993,284020,18A,Not Applicable
6074994,284021,13C,Not Applicable
6074995,284022,16A,Not Applicable
6074996,284023,13C,Not Applicable
6074997,284024,18A,Not Applicable
6074998,284025,18A,Not Applicable
6074999,284026,15A,Not Applicable
6075000,284027,15A,Not Applicable
6075001,284028,12C,Not Applicable
6075002,284029,13C,Not Applicable
6075003,284030,16A,Not Applicable
6075004,284031,16A,Not Applicable
6075005,284032,13C,Not Applicable
6075006,284033,18A,Not Applicable
6075007,284034,13C,Not Applicable
6075008,284035,13C,Not Applicable
6075009,284036,12B,Not Applicable
6075010,284037,12B,Not Applicable
6075011,284038,12B,Not Applicable
6075327,284039,12C,Not Applicable
6075328,284040,13C,Not Applicable
6075329,284041,13C,Not Applicable
6075330,284042,13C,Not Applicable
6075331,284043,13C,Not Applicable
6075332,284044,13C,Not Applicable
6075333,284045,13C,Not Applicable
6075334,284046,13C,Not Applicable
6075335,284047,15A,Not Applicable
6075336,284048,15A,Not Applicable
6075336,284048,14A,Not Applicable
6075337,284049,12C,Not Applicable
6075338,284050,15A,Not Applicable
6075339,284051,15A,Not Applicable
6075340,284052,14A,Not Applicable
6075340,284052,15A,Not Applicable
6075341,284053,2B,Not Applicable
6075342,284054,7D,Not Applicable
6075343,284055,10B,Not Applicable
6075344,284056,2B,Not Applicable
6075345,284057,6E,Not Applicable
6075346,284059,2C,Not Applicable
6075347,284060,12B,Not Applicable
6075348,284061,12B,Not Applicable
6075349,284062,2B,Not Applicable
6075350,284063,6E,Not Applicable
6075351,284064,7F,Not Applicable
6075352,284065,2C,Not Applicable
6075367,284066,2B,Not Applicable
6075370,284069,2B,Not Applicable
6075371,284070,2B,Not Applicable
6075372,284071,2A,Not Applicable
6075373,284072,2A,Not Applicable
6075374,284073,12C,Not Applicable
6075375,284074,10C,Not Applicable
6075375,284074,10D,Not Applicable
6075376,284075,10B,Not Applicable
6075377,284076,18A,Not Applicable
6075377,284076,15A,Not Applicable
6075378,284077,2C,Not Applicable
6075379,284078,7C,Not Applicable
6075380,284079,7C,Not Applicable
6075381,284080,7D,Not Applicable
6075382,284081,10C,Not Applicable
6075383,284082,15B,Not Applicable
6075384,284083,10C,Not Applicable
6075385,284084,10C,Not Applicable
6075386,284085,10C,Not Applicable
6075386,284085,10D,Not Applicable
6075387,284086,2B,Not Applicable
6075388,284087,2B,Not Applicable
6075389,284088,2B,Not Applicable
6075390,284089,2B,Not Applicable
6075391,284090,2B,Not Applicable
6075392,284091,2B,Not Applicable
6075393,284092,2B,Not Applicable
6075394,284093,2B,Not Applicable
6075395,284094,2B,Not Applicable
6075396,284095,2B,Not Applicable
6075397,284096,2B,Not Applicable
6075398,284097,2B,Not Applicable
6075399,284098,2B,Not Applicable
6075400,284099,2C,Not Applicable
6075401,284100,7F,Not Applicable
6075402,284101,12A,Not Applicable
6075403,284102,2E,Not Applicable
6075404,284103,12B,Not Applicable
6075405,284104,12A,Not Applicable
6075406,284105,7F,Not Applicable
6075407,284106,10B,Not Applicable
6075408,284107,1A,Not Applicable
6075409,284108,1A,Not Applicable
6075410,284109,1A,Not Applicable
6075411,284110,12B,Not Applicable
6075412,284111,12C,Not Applicable
6075413,284112,10B,Not Applicable
6075414,284113,10B,Not Applicable
6075415,284114,7D,Not Applicable
6075416,284115,10B,Not Applicable
6075417,284116,2A,Not Applicable
6075418,284117,10C,Not Applicable
6075419,284118,12C,Not Applicable
6075420,284119,2B,Not Applicable
6075421,284120,12C,Not Applicable
6075422,284121,2A,Not Applicable
6075423,284122,2A,Not Applicable
6075424,284123,2A,Not Applicable
6075425,284124,7D,Not Applicable
6074935,284125,10B,Not Applicable
6074936,284126,2B,Not Applicable
6074937,284127,2B,Not Applicable
6074938,284128,2B,Not Applicable
6074939,284129,2B,Not Applicable
6074940,284130,2B,Not Applicable
6074941,284131,7D,Not Applicable
6075426,284132,7D,Not Applicable
6075427,284133,2C,Not Applicable
6075428,284134,7D,Not Applicable
6075429,284135,7F,Not Applicable
6075430,284137,13C,Not Applicable
6074953,284138,7D,Not Applicable
6074954,284139,7D,Not Applicable
6074955,284140,12A,Not Applicable
6074956,284141,10A,Not Applicable
6074956,284141,15A,Not Applicable
6074957,284142,7F,Not Applicable
6074958,284143,7A,Not Applicable
6074959,284144,7F,Not Applicable
6074960,284145,12A,Not Applicable
6074961,284146,7F,Not Applicable
6074962,284147,16A,Not Applicable
6074963,284148,18A,Not Applicable
6074964,284149,16B,Not Applicable
6075431,284150,12A,Not Applicable
6075432,284151,7F,Not Applicable
6075433,284152,15A,Not Applicable
6075434,284153,15A,Not Applicable
6075435,284154,10C,Not Applicable
6075436,284155,10C,Not Applicable
6075437,284156,15A,Not Applicable
6075438,284157,15A,Not Applicable
6075439,284158,15A,Not Applicable
6075440,284159,14B,Not Applicable
6075441,284160,15A,Not Applicable
6075442,284161,15A,Not Applicable
6075443,284162,12B,Not Applicable
6075443,284162,10B,Not Applicable
6075444,284163,10C,Not Applicable
6075444,284163,10D,Not Applicable
6075445,284164,2B,Not Applicable
6075446,284165,6E,Not Applicable
6075447,284166,10B,Not Applicable
6075448,284167,2E,Not Applicable
6075449,284168,2B,Not Applicable
6075450,284169,15A,Not Applicable
6075451,284170,15A,Not Applicable
6075452,284171,15A,Not Applicable
6075012,284172,15A,Not Applicable
6075013,284173,15A,Not Applicable
6075014,284174,15A,Not Applicable
6075015,284175,15A,Not Applicable
6075016,284176,15A,Not Applicable
6075017,284177,15A,Not Applicable
6075018,284178,15A,Not Applicable
6075019,284179,16A,Not Applicable
6075020,284180,15A,Not Applicable
6075021,284181,15A,Not Applicable
6075022,284182,15A,Not Applicable
6075023,284183,16A,Not Applicable
6075024,284184,15A,Not Applicable
6075025,284185,15A,Not Applicable
6075453,284186,15A,Not Applicable
6075454,284187,15A,Not Applicable
6075455,284188,15A,Not Applicable
6075456,284189,15A,Not Applicable
6075457,284190,14B,Not Applicable
6075457,284190,15A,Not Applicable
6075458,284191,15A,Not Applicable
6075459,284192,15A,Not Applicable
6075460,284193,15A,Not Applicable
6075461,284194,14B,Not Applicable
6075461,284194,15A,Not Applicable
6075462,284195,15A,Not Applicable
6075463,284196,15A,Not Applicable
6075463,284196,18A,Not Applicable
6075464,284197,15A,Not Applicable
6075465,284198,15A,Not Applicable
6075466,284199,15A,Not Applicable
6075467,284200,15A,Not Applicable
6075468,284201,15A,Not Applicable
6075469,284202,15A,Not Applicable
6075470,284203,15A,Not Applicable
6075471,284204,15A,Not Applicable
6075472,284205,15A,Not Applicable
6075473,284206,15A,Not Applicable
6075474,284207,15A,Not Applicable
6075475,284208,18A,Not Applicable
6075475,284208,15A,Not Applicable
6075476,284209,18A,Not Applicable
6075477,284210,18A,Not Applicable
6075477,284210,15A,Not Applicable
6075478,284211,18A,Not Applicable
6075479,284212,14B,Not Applicable
6075479,284212,15A,Not Applicable
6075480,284213,15A,Not Applicable
6075480,284213,14B,Not Applicable
6075481,284214,14B,Not Applicable
6075481,284214,15A,Not Applicable
6075482,284215,15A,Not Applicable
6075482,284215,14B,Not Applicable
6075483,284216,14B,Not Applicable
6075483,284216,15A,Not Applicable
6075484,284217,14B,Not Applicable
6075484,284217,15A,Not Applicable
6075485,284218,15A,Not Applicable
6075485,284218,14B,Not Applicable
6075486,284219,14B,Not Applicable
6075486,284219,15A,Not Applicable
6075487,284220,14B,Not Applicable
6075487,284220,15A,Not Applicable
6074482,284221,14B,Not Applicable
6074482,284221,15A,Not Applicable
6074483,284222,15A,Not Applicable
6074484,284223,15A,Not Applicable
6074485,284224,15A,Not Applicable
6074486,284225,15A,Not Applicable
6074486,284225,18A,Not Applicable
6074487,284226,15A,Not Applicable
6074488,284227,15A,Not Applicable
6074489,284228,18A,Not Applicable
6074489,284228,15A,Not Applicable
6074490,284229,15A,Not Applicable
6074491,284230,15A,Not Applicable
6074492,284231,15A,Not Applicable
6074493,284232,15A,Not Applicable
6074494,284233,15A,Not Applicable
6074495,284234,15A,Not Applicable
6075488,284235,15A,Not Applicable
6075489,284236,15A,Not Applicable
6075490,284237,15A,Not Applicable
6075491,284238,15A,Not Applicable
6075492,284239,15A,Not Applicable
6075353,284240,15A,Not Applicable
6075354,284241,15A,Not Applicable
6075354,284241,18A,Not Applicable
6075355,284242,15A,Not Applicable
6075356,284243,15A,Not Applicable
6075356,284243,14B,Not Applicable
6075357,284244,15A,Not Applicable
6075357,284244,14B,Not Applicable
6075358,284245,14B,Not Applicable
6075358,284245,15A,Not Applicable
6075359,284246,15A,Not Applicable
6075359,284246,14B,Not Applicable
6075360,284247,15A,Not Applicable
6075361,284248,15A,Not Applicable
6075362,284249,15A,Not Applicable
6075363,284250,15A,Not Applicable
6075364,284251,2B,Not Applicable
6075365,284252,15A,Not Applicable
6075365,284252,14B,Not Applicable
6075366,284253,15A,Not Applicable
6075493,284254,18A,Not Applicable
6075494,284255,2A,Not Applicable
6075495,284256,2B,Not Applicable
6073556,284501,16A,Not Applicable
6073557,284502,18A,Not Applicable
6073558,284503,12C,Not Applicable
6073559,284504,18A,Not Applicable
6073560,284505,12B,Not Applicable
6073561,284506,16A,Not Applicable
6073562,284507,12B,Not Applicable
6073551,284508,12C,Not Applicable
6073563,284509,12B,Not Applicable
6073564,284510,12B,Not Applicable
6073565,284511,12C,Not Applicable
6073566,284512,10B,Not Applicable
6073567,284513,12B,Not Applicable
6073522,284514,12B,Not Applicable
6073523,284515,10A,Not Applicable
6073524,284516,10B,Not Applicable
6073525,284517,12B,Not Applicable
6073510,284518,18A,Not Applicable
6073511,284519,12A,Not Applicable
6073512,284520,12A,Not Applicable
6073513,284521,10A,Not Applicable
6073514,284522,12B,Not Applicable
6073515,284523,12C,Not Applicable
6073516,284524,12C,Not Applicable
6073517,284525,12B,Not Applicable
6073518,284526,12B,Not Applicable
6073519,284527,1D,Not Applicable
6073520,284528,12B,Not Applicable
6073526,284529,18A,Not Applicable
6073527,284530,13F,Not Applicable
6073528,284531,16B,Not Applicable
6073529,284532,10B,Not Applicable
6073530,284533,12C,Not Applicable
6073521,284534,12B,Not Applicable
6073531,284535,12B,Not Applicable
6073532,284536,10B,Not Applicable
6073569,284537,12C,Not Applicable
6073570,284538,10B,Not Applicable
6073571,284539,12B,Not Applicable
6073572,284540,12B,Not Applicable
6073568,284541,12B,Not Applicable
6073573,284542,18A,Not Applicable
6073574,284543,10B,Not Applicable
6073575,284544,7A,Not Applicable
6073552,284545,3D,Not Applicable
6073576,284546,10B,Not Applicable
6073577,284547,12B,Not Applicable
6073578,284548,10A,Not Applicable
6073579,284549,12B,Not Applicable
6073580,284550,12B,Not Applicable
6073581,284551,10B,Not Applicable
6073533,284552,16B,Not Applicable
6073534,284553,16B,Not Applicable
6073535,284554,12B,Not Applicable
6073536,284555,12B,Not Applicable
6073537,284556,12C,Not Applicable
6073538,284557,12C,Not Applicable
6073539,284558,12C,Not Applicable
6073540,284559,12B,Not Applicable
6073541,284560,12B,Not Applicable
6073542,284561,12B,Not Applicable
6073543,284562,18A,Not Applicable
6073544,284563,12B,Not Applicable
6073582,284564,12B,Not Applicable
6073583,284565,2B,Not Applicable
6073584,284566,12B,Not Applicable
6073585,284567,12B,Not Applicable
6073599,284568,12C,Not Applicable
6073586,284569,16B,Not Applicable
6073587,284570,12A,Not Applicable
6073588,284571,18A,Not Applicable
6073589,284572,12B,Not Applicable
6073590,284573,16B,Not Applicable
6073591,284574,12B,Not Applicable
6073592,284575,10D,Not Applicable
6073593,284576,12C,Not Applicable
6073485,284577,12B,Not Applicable
6073486,284578,12B,Not Applicable
6073487,284579,18A,Not Applicable
6073488,284580,12B,Not Applicable
6073489,284581,2B,Not Applicable
6073490,284582,12B,Not Applicable
6073491,284583,10A,Not Applicable
6074331,284584,10B,Not Applicable
6073550,284585,12B,Not Applicable
6074332,284586,2B,Not Applicable
6074333,284587,2B,Not Applicable
6074334,284588,10B,Not Applicable
6073509,284589,12B,Not Applicable
6073545,284590,3D,Not Applicable
6073546,284591,12C,Not Applicable
6073547,284592,3D,Not Applicable
6073548,284593,12B,Not Applicable
6073549,284594,3D,Not Applicable
6073553,284595,18A,Not Applicable
6073554,284596,12B,Not Applicable
6073555,284597,12B,Not Applicable
6073594,284598,12C,Not Applicable
6073595,284599,10D,Not Applicable
6073596,284600,18A,Not Applicable
6073597,284601,12B,Not Applicable
6073598,284602,12B,Not Applicable
6073600,284603,12C,Not Applicable
6073601,284604,12C,Not Applicable
6073602,284605,12C,Not Applicable
6073603,284606,7D,Not Applicable
6073604,284607,12A,Not Applicable
6073605,284608,12B,Not Applicable
6074335,284609,3D,Not Applicable
6074336,284610,18A,Not Applicable
6074337,284611,2B,Not Applicable
6074338,284612,12B,Not Applicable
6074339,284613,7D,Not Applicable
6074340,284614,12B,Not Applicable
6074341,284615,12A,Not Applicable
6074348,284616,12C,Not Applicable
6074342,284617,12B,Not Applicable
6074343,284618,12C,Not Applicable
6074344,284619,12B,Not Applicable
6074345,284620,12B,Not Applicable
6074346,284621,12B,Not Applicable
6074347,284622,12B,Not Applicable
6074349,284623,3D,Not Applicable
6074350,284624,11C,Not Applicable
6073770,284625,12C,Not Applicable
6074330,284626,12C,Not Applicable
6073771,284627,7D,Not Applicable
6073772,284628,12B,Not Applicable
6074321,284629,3D,Not Applicable
6073773,284630,12C,Not Applicable
6074319,284631,3D,Not Applicable
6074293,284632,3D,Not Applicable
6074295,284633,12C,Not Applicable
6073774,284634,12B,Not Applicable
6073775,284635,12A,Not Applicable
6073787,284636,18A,Not Applicable
6073788,284637,12B,Not Applicable
6073789,284638,14A,Not Applicable
6073790,284639,10D,Not Applicable
6073791,284640,10D,Not Applicable
6073792,284641,7E,Not Applicable
6073793,284642,12B,Not Applicable
6074276,284643,12B,Not Applicable
6074277,284644,18E,Not Applicable
6074278,284645,12C,Not Applicable
6074279,284646,10D,Not Applicable
6074280,284647,10D,Not Applicable
6073776,284648,16B,Not Applicable
6073777,284649,10C,Not Applicable
6073778,284650,12C,Not Applicable
6073779,284651,12C,Not Applicable
6073780,284652,12C,Not Applicable
6074318,284653,3D,Not Applicable
6073781,284654,12B,Not Applicable
6073782,284655,11B,Not Applicable
6073783,284656,2C,Not Applicable
6073784,284657,12C,Not Applicable
6073785,284658,3D,Not Applicable
6073786,284659,12C,Not Applicable
6074281,284660,12C,Not Applicable
6074282,284661,12C,Not Applicable
6074283,284662,12B,Not Applicable
6074284,284663,12B,Not Applicable
6074285,284664,12B,Not Applicable
6074286,284665,12B,Not Applicable
6074287,284666,12B,Not Applicable
6074288,284667,12C,Not Applicable
6074289,284668,12B,Not Applicable
6074290,284669,12B,Not Applicable
6074291,284670,12B,Not Applicable
6074292,284671,12C,Not Applicable
6074322,284672,12C,Not Applicable
6074323,284673,12B,Not Applicable
6074324,284674,12B,Not Applicable
6074325,284675,12B,Not Applicable
6074326,284676,12B,Not Applicable
6074327,284677,12B,Not Applicable
6074328,284678,12B,Not Applicable
6074296,284679,12B,Not Applicable
6074297,284680,12C,Not Applicable
6074298,284681,12B,Not Applicable
6074299,284682,12C,Not Applicable
6074300,284683,12C,Not Applicable
